Client_id,Client_name,Client_Gender,                 age,address,city,province,postalCode,country,Marital_Status,Family_Members,Child_Count,Occupation,Eligible_id,Partner_id
100484,Peter,Female,30,2307 E NC Highway 54,Durham,NC,27713,US,M,3,1,,79671,125671
88696,Andrew,Female,57,1427 Sheepshead Bay Rd,Brooklyn,NY,11235,US,S,1,0,,98185,18657
115736,Mandy,Male,30,105 E Main St,Platteville,WI,53818,US,M,2,0,Core,2335,100549
54220,Michael,Female,40,1316 N Main Ave,Scranton,PA,18508,US,M,3,1,Laborers,15340,78666
85579,Joshua,Male,46,107 E Camp Wisdom Rd,Duncanville,TX,75116,US,S,1,0,Laborers,1866,48971
114639,Gung,Male,43,8548 Grahamville Rd,Ridgeland,SC,29936,US,M,4,2,Sales,29621,79782
65605,Abel,Female,35,23925 Linden Blvd,Elmont,NY,11003,US,M,3,1,High skill tech,89819,90887
62920,Sandra,Male,38,5800 Perkiomen Ave,Reading,PA,19606,US,M,2,0,Core,50638,104535
86058,Ken,Male,44,720 Round Rock Ave,Round Rock,TX,78681,US,D,1,0,Accountants,28000,53141
37588,Husain,Male,43,222 N Euclid St,Fullerton,CA,92832,US,M,3,1,Core,7568,76851
7573,Mamie,Male,37,13061 Lee Jackson Memorial Hwy,Fairfax,VA,22033,US,M,2,0,,100183,11701
50494,Roman,Male,35,2011 Monticello Ave,Norfolk,VA,23517,US,W,1,0,Cooking,56854,85689
103123,Wayne,Male,33,21 NE 23rd St,Oklahoma City,OK,73105,US,W,1,,,40026,60771
97578,Farrell,Male,43,7405 Debarr Rd,Anchorage,AK,99504,US,M,2,0,Core,114070,57064
48278,Treasure,Male,33,9102 Taylorsville Rd,Louisville,KY,40299,US,M,2,0,Sales,58236,28900
121483,Aj,Male,31,715 S Main St,Olivet,MI,49076,US,M,2,0,High skill tech,56998,86472
68958,Tony & Lea,Male,32,39105 US 41,Wadsworth,IL,60083,US,M,2,0,,114103,122061
113016,Anna,Female,28,2232 Plainfield Ave NE,Grand Rapids,MI,49505,US,W,1,0,Laborers,79895,129647
99982,Felicia,Female,36,723 Main St,Lebanon,OH,45036,US,M,2,0,High skill tech,56243,93794
7339,Gillian,Male,33,2939 E 21st St N,Wichita,KS,67214,US,M,2,0,,111479,86261
72653,Julie,Male,37,18492 Coastal Hwy,Lewes,DE,19958,US,D,1,0,Laborers,119897,58859
105216,Phin,Female,39,121 N Greene St,Greensboro,NC,27401,US,M,3,1,Laborers,44924,84255
20424,Amanda,Male,45,701 Elbert St,Elberton,GA,30635,US,M,2,0,Laborers,121512,24706
96740,Jasmine,Male,44,10471 S Parker Rd,Parker,CO,80134,US,M,2,0,,119726,108519
83029,Jasmine,Male,53,1330 Huffman Rd,Anchorage,AK,99515,US,M,2,0,Sales,34137,94943
22526,Steef,Male,47,315 N Bittersweet Rd,Mishawaka,IN,46544,US,M,3,1,Sales,19933,89873
16170,Marie,Male,59,1701 Sunrise Hwy,Bay Shore,NY,11706,US,S,1,0,,79437,31139
127097,Mauricio,Female,27,1332 Saint Nicholas Ave,New York,NY,10033,US,M,2,0,Sales,6824,104071
15279,Tony,Male,45,112 E Edinburg Ave,Elsa,TX,78543,US,S,1,0,,32890,60794
49612,Belinda,Male,30,25320 Gratiot Ave,Roseville,MI,48066,US,M,2,0,Laborers,16709,29617
46364,Gloria,Female,40,4414 Callaghan Rd,San Antonio,TX,78228,US,M,3,1,Core,112366,77430
15150,MichaÃ«l,Female,33,2290 Ashland St,Ashland,OR,97520,US,M,2,0,Laborers,128613,44382
70799,Fernando,Female,30,1232 N Ballenger Hwy,Flint,MI,48504,US,M,2,0,,19905,52232
30413,M. Johanne,Male,26,4534 Brandt Pike,Dayton,OH,45424,US,W,1,0,,48711,125656
65986,Leonella,Male,45,462586 State Road 200,Yulee,FL,32097,US,M,4,2,Medicine,128837,12445
26722,David,Male,33,505 S Milton Rd,Flagstaff,AZ,86001,US,M,2,0,Core,14939,9919
76676,Amy,Male,28,1952 Greeley Mall,Greeley,CO,80631,US,M,3,,High skill tech,119427,61678
6683,Benjamin,Male,44,108 W Broad St,Lake Charles,LA,70601,US,M,2,0,,15611,79360
114964,Yervand,,58,8190 W Commercial Blvd,Fort Lauderdale,FL,33351,US,,4,2,Managers,55257,100768
36775,Aaron,Female,46,13006 W Indian School Rd,Litchfield Park,AZ,85340,US,M,2,0,Drivers,125808,108389
73339,Jonathan,Female,48,2656 W 12th St,Erie,PA,16505,US,M,2,0,Laborers,106619,74736
49524,Lindsay,Female,24,1 Medical Dr,Chapel Hill,NC,27599,US,M,2,0,Laborers,21224,7881
52609,Bellamy,Female,35,4112 Lankford Highway,Exmore,VA,23350,US,M,2,0,Laborers,21149,129528
79345,Adriana,Male,33,407 N Bridge St,Bedford,VA,24523,US,M,4,2,Accountants,79050,32129
28163,Linda,Female,37,3302 S Eastman Rd,Longview,TX,75602,US,M,2,0,Laborers,122829,64679
77762,Eliot,Male,33,4000 N Maize Rd,Maize,KS,67101,US,D,1,0,High skill tech,111869,8556
57640,Dan,Male,23,4000 N Maize Rd,Maize,KS,67101,US,M,2,0,Core,41015,50387
31167,Jessica,Male,33,3507 McCann Rd,Longview,TX,75605,US,M,2,0,Laborers,1980,76327
23831,Kristen,Female,31,5560 Highway 11 E,Piney Flats,TN,37686,US,M,2,0,Laborers,43962,36587
92274,Mark,Male,29,27400 Van Dyke Ave,Warren,MI,48093,US,M,2,0,Laborers,9648,107579
56052,Kanae,Female,43,2205 N Knoxville Ave,Peoria,IL,61603,US,M,2,0,,31624,33511
113600,Brittan,Male,32,4241 John Ben Shepperd Pkwy,Odessa,TX,79762,US,M,2,0,Cleaning,17377,59099
52657,Marc,Male,37,3489 W Shaw Ave,Fresno,CA,93711,US,M,3,1,Managers,92962,11502
39122,Sarah,Male,26,642 E 1st St,Tustin,CA,92780,US,M,6,4,Core,60863,51102
85158,Mike,Male,49,16241 Redmond Way,Redmond,WA,98052,US,W,1,0,Laborers,110776,77363
87630,Waleed,Male,39,1555 Simi Town Center Way,Simi Valley,CA,93065,US,M,3,1,Cooking,103459,8301
44147,Joe,Male,27,3755 E Andrew Johnson Hwy,Greeneville,TN,37745,US,W,2,1,Cooking,51791,97366
51163,Gena,Male,33,717 12th St SE,Rochester,MN,55904,US,W,3,2,Core,103335,81277
124532,Jessica,Male,46,1427 W Glenoaks Blvd,Glendale,CA,91201,US,D,2,1,Laborers,46628,102346
95122,Vyacheslav,Female,31,11723 NE 8th St,Bellevue,WA,98005,US,M,4,2,,9782,33879
6984,Jessica,Male,54,12004 Dixie Hwy,Louisville,KY,40272,US,M,2,0,Security,85304,110313
115982,Angela,Male,59,32225 Pacific Hwy S,Federal Way,WA,98003,US,W,1,0,,109327,16807
73568,Pascal & Karin,Male,24,5345 Old Highway 5,Woodstock,GA,30188,US,M,2,0,,128932,10826
32572,Shahana,Male,33,700 E Hunting Park Ave,Philadelphia,PA,19124,US,M,2,0,,35334,52578
24632,Matthew & Marilyn,Male,28,3301 Harrison Ave,Butte,MT,59701,US,M,3,1,Core,110527,109600
106358,Gina,Male,34,10140 N McCarran Blvd,Reno,NV,89503,US,S,2,1,Sales,86664,18955
128906,Emily,Male,53,10140 N McCarran Blvd,Reno,NV,89503,US,W,1,0,,96459,33299
15178,Erin,Female,45,2230 Helmer St,Sioux City,IA,51103,US,M,2,0,Managers,110372,93921
946,Adrien,Male,28,3431 38th Ave,Moline,IL,61265,US,M,2,0,,12737,77324
114650,Mark,Male,49,301 N Northwest Hwy,Palatine,IL,60067,US,M,2,0,Sales,47008,31496
71719,Jenny,Female,35,517 E Martintown Rd,North Augusta,SC,29841,US,M,4,2,Laborers,58384,14271
104318,Priscillia,Female,32,1439 E 86th St,Indianapolis,IN,46240,US,M,4,2,Managers,88792,42233
100272,Marina,Male,43,1441 S Randall Rd,Geneva,IL,60134,US,S,1,,Sales,81879,81594
36697,Seth,Male,29,2614 Central Ave,Dodge City,KS,67801,US,S,2,1,Accountants,89550,36112
103279,Rustam,Male,54,2614 Central Ave,Dodge City,KS,67801,US,D,1,0,,31942,37581
31465,Daniel,,39,1735 N State Highway 121,Bonham,TX,75418,US,M,2,0,Core,44827,102586
120583,Christine,Male,32,2895 Park Ave,Tustin,CA,92782,US,M,2,0,,56457,23674
127912,Michelle,Male,26,3581 Richland Ave W,Aiken,SC,29801,US,M,2,0,Core,75414,102153
1599,Sara,Male,31,4502 W Fuqua St,Houston,TX,77045,US,S,1,,Sales,84586,122464
84243,Pat,Male,52,845 E 149th St,Bronx,NY,10455,US,M,2,0,Sales,10263,98707
31135,Claire,Female,32,9341 SW 56th St,Miami,FL,33165,US,M,2,0,,38753,111558
100028,Kristen,Male,41,2514 Osborne Rd,Saint Marys,GA,31558,US,M,2,0,,78854,64642
65259,Nick,Female,40,8322 US Highway 51 N,Millington,TN,38053,US,D,1,0,Drivers,113783,67883
45736,Charlene,Male,45,4350 W Century Blvd,Inglewood,CA,90304,US,D,3,2,Laborers,2221,54768
82987,Dominique,Male,37,772 S Broadway,Geneva,OH,44041,US,S,1,0,Sales,79550,110595
1877,Alex,Female,34,933 San Mateo Blvd NE,Albuquerque,NM,87108,US,M,2,0,Laborers,30676,82289
20994,Caroline,Male,31,601 W Main St,American Fork,UT,84003,US,M,3,1,Laborers,33394,71191
112742,Howard,Male,42,900 West Ave,Ocean City,NJ,8226,US,W,1,0,,15733,68871
104836,Chad,Male,23,3800 Walnut St,McKeesport,PA,15132,US,S,1,0,High skill tech,124689,54106
112939,Estelle,Male,37,1650 S Yellowstone Hwy,Idaho Falls,ID,83402,US,M,3,1,,47165,71229
26271,Chad,Female,32,708 Colorado Ave,Palo Alto,CA,94303,US,M,2,0,Managers,7040,75278
46410,Cassandra,Female,39,12401 Jefferson Ave,Newport News,VA,23602,US,M,2,0,Drivers,11661,33472
98532,Mark,Male,31,244 W 14th St,New York,NY,10011,US,M,2,0,,73063,78961
123162,Annette,Female,32,974 Early Blvd,Early,TX,76802,US,M,2,0,High skill tech,24762,78217
49987,Travis,Male,59,230 Three Springs Drive,Weirton,WV,26062,US,M,2,0,Sales,55821,35618
13457,Sarah,Female,31,1401 18th Ave NW,Austin,MN,55912,US,M,4,2,Managers,79955,8376
62772,Mor,Female,45,3505 Ramsey St,Fayetteville,NC,28311,US,M,2,0,,109682,115075
8487,Mor,Male,36,109 Merlot Dr,Prosser,WA,99350,US,M,3,1,Core,69648,73822
20428,Deirdre,Female,33,16398 B Consumer Way,King George,VA,22485,US,M,2,0,Laborers,90351,6865
17069,Maria,Female,34,252 Kelly St,Rome City,IN,46784,US,M,4,2,,102491,30291
106901,Gena,Male,48,1579 N Morton St,Franklin,IN,46131,US,M,2,0,,40037,35436
29982,Toby,Female,55,5858 S Santa Fe Dr,Littleton,CO,80120,US,M,3,1,Laborers,41705,86101
36849,Anissa,Male,33,1115 SW First Avenue,Canby,OR,97013,US,M,3,1,Cleaning,31316,41809
51902,Rosa,Female,28,5260 Capital Blvd,Raleigh,NC,27616,US,M,2,0,Drivers,56531,54673
33488,Rachael,Male,34,7185 SR 70 East Creekwood,Bradenton,FL,34203,US,M,2,0,Core,93336,99735
45088,Tanya,Female,33,844B Carl Eller Rd,Mars Hill,NC,28754-6003,US,M,2,0,,31084,95721
102574,Nina,Female,60,13201 Middlebelt Rd,Livonia,MI,48150,US,M,2,0,Drivers,73734,54765
19203,Joshua,Male,39,1404 W 4th St,Adel,GA,31620,US,M,3,1,Laborers,77690,25770
113435,Lia,Female,35,4796 S Redwood Rd,Salt Lake City,UT,84123,US,M,2,0,Drivers,5312,8834
123586,Sol & Izak,Male,31,624 S Main St,Smiths Grove,KY,42171,US,M,2,0,,77516,93482
8019,Amanda,Female,38,200 Loop 59,Atlanta,TX,75551,US,M,2,0,Drivers,21301,76846
101848,Sue,Male,28,440 Ernest W Barrett Pkwy NW,Kennesaw,GA,30144,US,M,3,1,Accountants,125316,45699
126127,Patwell,Male,48,4302 W Thunderbird Rd,Glendale,AZ,85306,US,M,2,0,,24369,85983
51134,Lee,Male,37,4302 W Thunderbird Rd,Glendale,AZ,85306,US,,5,3,,64379,57330
97431,Nicole,Male,32,275 Madonna Rd 2,San Luis Obispo,CA,93405,US,M,2,0,Core,96744,4101
49363,Patwell,Female,30,408 A St,Lincoln,NE,68502,US,M,2,0,,111901,44874
30568,Kristin,Male,37,291 Worcester St,Natick,MA,1760,US,D,1,0,Cleaning,105917,11938
3201,Jackie,Female,24,8777 W Overland Rd,Boise,ID,83709,US,M,2,0,Laborers,82895,50652
28058,Gerald,Male,30,6437 Columbia Ave,Hammond,IN,46320,US,M,2,0,Laborers,81006,81318
69370,Jessica,Male,33,768 E Prosperity Ave,Tulare,CA,93274,US,M,3,1,,92535,45236
75332,Campbell,Male,33,1201 S Sprague Ave,Tacoma,WA,98405,US,,1,0,Sales,21418,22911
116884,Jane,Male,34,1201 S Sprague Ave,Tacoma,WA,98405,US,M,4,2,,33717,123594
70606,Alex,Female,43,3050 Service Road I55,Marion,AR,72364,US,S,1,0,,48698,43100
120862,Ettrick,Male,41,943 Jeffco Blvd,Arnold,MO,63010,US,D,2,1,Accountants,13821,120093
39545,James,Male,34,2350 E Vineyard Ave,Oxnard,CA,93036,US,W,1,0,,120443,41083
96892,Melissa,Male,46,48 Washington St,Norwell,MA,2061,US,S,1,0,High skill tech,47642,47036
65257,Irena,Male,32,48 Washington St,Norwell,MA,2061,US,M,3,1,,45326,110543
22714,Ofer,Female,52,7701 McPherson Rd,Laredo,TX,78045,US,S,1,0,High skill tech,14132,43412
126047,Amy,Male,35,6540 W Thomas Rd,Phoenix,AZ,85033,US,S,2,1,,126510,68910
85993,Tanda,Male,27,1175 W Chandler Blvd,Chandler,AZ,85224,US,S,1,0,Core,2423,14229
93585,Ran,Female,36,690 Sunrise Hwy,Baldwin,NY,11510,US,M,2,0,Laborers,85412,65093
72000,,Male,52,6375 W Sample Rd,Pompano Beach,FL,33067,US,M,2,0,Sales,75735,117614
128471,Ceyda,Female,47,4277 Monroe St,Toledo,OH,43606,US,M,2,0,Laborers,7290,125225
40380,Jared,Female,34,4277 Monroe St,Toledo,OH,43606,US,M,2,0,,121581,52212
53801,Michael,Male,38,159 Collins Road N E,Cedar Rapids,IA,52402,US,M,2,0,Core,114012,66032
777,Lisa,Female,24,13745 Paramount Blvd,South Gate,CA,90280,US,M,2,0,,1867,115060
36520,Gary,Female,50,1113 W Rancho Vista Blvd,Palmdale,CA,93551,US,M,2,0,,1143,95826
26096,Michael,Female,36,7125 S Yale Ave,Tulsa,OK,74136,US,M,,1,Laborers,38752,61863
43099,Victoria,Female,37,612 N 1st St,Harrison,MI,48625,US,M,2,0,,84960,75557
61402,Verena,Female,51,7714 Front Beach Rd,Panama City Beach,FL,32407,US,M,2,0,,32216,103607
79074,Ariel,Male,40,4101 S McColl Rd,Edinburg,TX,78539,US,M,2,,Core,30193,30963
110545,Peter,Male,39,7003 Seminole Blvd,Seminole,FL,33772,US,M,2,0,HR,101153,84359
90258,Loryn,Female,38,2891 Elm Road NE,Warren,OH,44483,US,M,2,0,,105869,95418
67721,Nicholas,Male,43,1401 N Pocola Blvd,Pocola,OK,74902,US,M,2,0,Cleaning,25081,80682
11817,Lane,Male,50,7901 N Oracle Rd,Tucson,AZ,85704,US,M,3,1,,15483,99767
111752,Michael,Male,35,3805 W Palmetto St,Florence,SC,29501,US,,2,0,Laborers,74220,57430
57195,Jan,Male,49,4003 Powell Rd,Powell,OH,43065,US,M,2,0,Laborers,95574,94080
125030,Gabriel,Female,36,190 Bosstick Blvd,San Marcos,CA,92069,US,M,3,1,Laborers,74480,82627
30549,Veralisa,Male,47,1905 W Thomas St,Hammond,LA,70401,US,M,3,1,High skill tech,71349,1302
10444,Sarah Jazmine,Male,54,505 S State Highway 65,Lincoln,CA,95648,US,M,2,0,Sales,105562,97799
90189,Veronica,Male,48,8036 Pacific Ave 313,Tacoma,WA,98408,US,S,1,0,Private service,71196,42051
497,Charlene,Female,43,1010 Wildcat Dr,Portland,TX,78374,US,M,3,1,Laborers,39047,60360
53243,StÃ©phane,Male,49,6625 Line Ave,Shreveport,LA,71106,US,D,2,1,Laborers,76899,33440
119177,Pat,Male,32,1410 25th Street NW,Cleveland,TN,37312,US,M,2,0,,27378,51840
113844,Cynthia,Male,42,3330 E Thomas Rd,Phoenix,AZ,85018,US,M,2,0,,74038,22126
119209,Courtney,Male,38,4201 13th St,Saint Cloud,FL,34769,US,D,1,0,,25204,95629
84750,Kim,Male,44,8875 Davis Blvd,Naples,FL,34104,US,M,2,,Cooking,11140,27799
68986,Terrance,Male,31,1830 Southern Blvd SE,Rio Rancho,NM,87124,US,S,1,0,Managers,69738,120026
49659,SabinaAndTahir,Female,30,2445 Highway 34,Manasquan,NJ,8736,US,M,3,1,Laborers,59216,52052
40221,Michael,Male,38,300 Main St,Nashua,NH,3060,US,M,3,1,Laborers,51012,115757
22193,Elizabeth,Female,60,5805 Old Hickory Blvd,Hermitage,TN,37076,US,,4,2,Low-skill Laborers,20580,125468
66990,Ryan,Male,35,1515 Julian R Allsbrook Hwy,Roanoke Rapids,NC,27870,US,M,2,0,,50961,110815
1846,Katie,Male,29,2500 S I H 35,Round Rock,TX,78681,US,M,2,0,Private service,111602,22348
26586,S,Male,43,7762 Oak Ridge Hwy,Knoxville,TN,37931,US,M,2,0,,113544,102703
27333,Monica,Male,36,4300 E Central Texas Expy,Killeen,TX,76543,US,M,3,1,Laborers,88114,90940
81744,Catia,Male,29,3026 N Ashley St,Valdosta,GA,31602,US,M,2,0,,107330,19986
33503,Iryna,Male,53,4739 Gerrardstown Rd,Inwood,WV,25428,US,M,2,0,,16713,72580
33989,Curtis,Male,38,4620 W Waco Dr,Waco,TX,76710,US,S,1,0,Laborers,75403,31129
6415,Marc,Male,59,1567 N Cooper Rd,Gilbert,AZ,85233,US,M,3,1,Core,41543,24674
116290,Tiffany,Male,28,100 Marketplace Dr,Lexington,KY,40503,US,,2,0,Laborers,122723,11941
43145,Rodney,Female,36,275 4th Ave,Brooklyn,NY,11215,US,M,2,0,Drivers,70365,52008
63412,Helen,Male,40,3705 N 124th St,Brookfield,WI,53005,US,M,2,0,Cooking,68376,74270
106920,Richard,Female,36,819 Memorial Blvd,Murfreesboro,TN,37129,US,,2,0,Drivers,12111,101054
37836,Jane,Male,58,4000 Washington St,Roslindale,MA,2131,US,M,2,0,Cooking,46086,538
7279,Sheila,Female,49,958 Bethel St,Clover,SC,29710,US,M,2,0,Laborers,109800,110415
9973,Raoul,Male,43,9013 Metropolitan,Rego Park,NY,11374,US,M,2,0,,127926,31397
29465,Sheila,Male,55,7000 Crossroads Mall,Oklahoma City,OK,73149,US,D,,0,Medicine,86081,4811
77456,Melanie,Female,35,2160 E Fairview Ave,Meridian,ID,83642,US,M,2,0,Laborers,69815,30533
42607,Katharine,Male,50,1632 E Little Creek Rd,Norfolk,VA,23518,US,M,3,1,,120525,99601
78316,Andy,Male,48,1774 Lyter Dr,Johnstown,PA,15905,US,M,2,0,Sales,88901,61887
36718,Elli,Male,28,5801 Plank Rd,Fredericksburg,VA,22407,US,M,3,1,Laborers,81707,10114
74539,Christie,Male,34,5950 Telegraph Rd,Ventura,CA,93003,US,M,2,0,,60363,40879
84880,Natasha,Male,37,5950 Telegraph Rd,Ventura,CA,93003,US,M,2,0,Sales,25097,91696
31503,Fallon,Male,33,2902 Washington Rd,Augusta,GA,30909,US,M,2,0,Core,86966,57181
84648,Niraj,Male,58,40 Enon St,Beverly,MA,1915,US,M,2,0,,48292,23142
105682,Sarah,Male,44,2290 S Service Rd,Oklahoma City,OK,73160,US,S,1,0,,117301,88207
44792,Zane,Female,49,2290 S Service Rd,Oklahoma City,OK,73160,US,,1,0,,108853,5131
72583,Sabir,Male,28,3220 Solomons Island Rd,Edgewater,MD,21037,US,M,4,2,Accountants,12576,20241
65997,Petal,Male,39,2299 Dick Pond Rd,Myrtle Beach,SC,29575,US,M,2,0,Laborers,71867,110646
116984,Su-Ling,Male,26,2010 W Clay St,Osceola,IA,50213,US,D,1,0,Sales,101866,116591
27552,Rand,Male,31,108 W Hancock St,Detroit,MI,48201,US,M,3,1,,23656,113144
48498,Susan,Female,32,2716 S 146th St,Seattle,WA,98168,US,W,1,0,,41880,14623
40939,Chris,Male,52,6172 Paradise Valley Rd,Cresco,PA,18326,US,M,2,0,,120756,96354
63108,Santiago,Male,32,4810 Coldwater Rd,Fort Wayne,IN,46825,US,S,1,0,Laborers,112594,86545
55664,Denis,Male,28,2710 S Main St,High Point,NC,27263,US,W,4,3,Cooking,3792,10217
109593,Priya,Male,32,728 W US Highway 64,Murphy,NC,28906,US,S,1,0,,29384,72249
85168,David,Female,28,7675 N La Cholla Blvd,Tucson,AZ,85741,US,M,2,0,Core,70064,79305
54378,Duane,Male,53,4480 S Cobb Dr SE,Smyrna,GA,30080,US,M,3,1,Sales,116535,35207
35195,Olivia,Female,33,690 3rd Avenue,New York,NY,10017,US,M,2,0,Security,16743,26850
66429,Danielle,Male,39,1344 Hwy 258 S,Kinston,NC,28504,US,M,2,0,Cooking,52538,53961
25525,Ruth,Male,37,3208 D High Point Rd,Greensboro,NC,27407,US,M,2,0,,59786,115822
57071,Kym,Male,45,205 Imperial Hwy,Fullerton,CA,92835,US,M,,0,,106948,83689
111106,Tanya,Male,37,707 S 1st St,Milwaukee,WI,53204,US,M,2,0,,74833,110258
8455,Patricia,Male,45,7630 Preston Rd,Frisco,TX,75034,US,D,2,1,High skill tech,100452,8388
112716,Josh,Male,31,1796 Asheville Highway,Spartanburg,SC,29303,US,M,2,0,,26986,11533
18452,Aneela,,32,6880 Highway 64,Oakland,TN,38060,US,M,2,0,Laborers,79736,83733
16137,Rahul,Male,34,13785 Rogers Dr,Rogers,MN,55374,US,M,2,0,Managers,102048,110571
95953,Raj,Male,39,132 Monroe Center St NW,Grand Rapids,MI,49503,US,S,1,0,,92844,5143
36996,Shelby,Male,56,415 Parkway Plz,El Cajon,CA,92020,US,M,3,1,Accountants,82090,27943
8147,Julia,Female,32,1125 W Arrow Hwy,San Dimas,CA,91773,US,M,2,0,Managers,8214,95279
102844,Mattan,Male,31,3106 10th St,Great Bend,KS,67530,US,M,2,0,,75075,124308
73829,Yely,Female,43,606 E Lincolnway,Morrison,IL,61270,US,M,2,0,,99667,81780
101589,Stefani,Male,33,7610 Cypress Creek Pkwy,Houston,TX,77070,US,M,3,1,,41919,91250
13144,Barbara,Female,23,3738 S Figueroa St,Los Angeles,CA,90007,US,M,3,1,,118677,22501
25609,Carol,Male,32,6140 N Mesa St,El Paso,TX,79912,US,M,3,1,Cooking,98740,43859
24235,Iyabo,Male,32,2085 NW Town Center Dr,Beaverton,OR,97006,US,M,2,0,,22050,43021
33082,Alexis,Male,39,1830 Broadview Blvd,Natrona Heights,PA,15065,US,M,3,1,High skill tech,28509,20272
41972,Philip,Male,39,1212 Bellflower Blvd,Long Beach,CA,90815,US,D,1,,,141,58898
99963,Michelle,,30,2440 W 128th Ave,Denver,CO,80234,US,M,3,1,Laborers,64529,104443
104675,Jeremy,Female,37,1185 Easton Rd,Abington,PA,19001,US,M,3,1,Laborers,2712,65409
58452,Host,Male,46,1250 E M 21,Owosso,MI,48867,US,M,3,1,Medicine,5579,10729
13255,Host,Male,29,205 S Blackstock Rd,Landrum,SC,29356,US,M,2,0,,25227,99026
17047,Joseph,,51,1109 S Broad St,Philadelphia,PA,19147,US,M,3,1,Drivers,26570,101960
88248,Manuel,Male,46,8311 Hedge Lane Ter,Lenexa,KS,66227,US,M,5,3,Managers,56583,97176
20062,Raj,Female,31,1843 Empire Blvd,Webster,NY,14580,US,M,5,3,Managers,18794,37232
113655,Douglas,Male,40,407 Main St,Kansas City,MO,64105,US,M,2,0,Sales,90785,127333
3513,Heather,Male,26,3830 Saint Rose Pkwy,Henderson,NV,89044,US,S,1,0,,40053,791
14376,Ticemen,Female,32,6081 Capital Blvd,Raleigh,NC,27616,US,M,2,0,,111799,97975
105252,Deacon,Male,27,43 Union Blvd,Denver,CO,80228,US,M,3,1,,85939,12271
91963,Amaya,Male,36,2906 Parmenter St,Middleton,WI,53562,US,W,1,0,,87739,110389
126075,Amaya,Male,36,200 Frederick Rd,Thurmont,MD,21788,US,M,3,1,Laborers,49110,4808
110321,Eddie&Vlad,Male,27,1109 Veterans Blvd,Del Rio,TX,78840,US,D,1,0,,86526,54275
34400,Gazelle,Male,56,171 Danada Sq E,Wheaton,IL,60189,US,M,3,,,26128,10819
65206,Michael,Male,28,811 W 8th St,Cincinnati,OH,45203,US,S,1,0,Core,73156,129604
18564,Alex,Male,34,109 Lucile Ave,Forsyth,IL,62535,US,M,3,1,Sales,104268,100506
124117,Tan,Male,34,100 Atlantic Ave,Woburn,MA,1801,US,M,3,1,Realty agents,105804,68490
67134,Sara,Male,45,5425 Blueberry Ln,Fruitport,MI,49415,US,M,2,0,Sales,14856,94749
52426,George,Female,40,100 Prospector Dr,Ogallala,NE,69153,US,M,2,0,Core,111783,19622
54108,Victoria,Male,25,1525 W W T Harris Blvd,Charlotte,NC,28262,US,M,2,0,,123658,115779
67174,Shirley,Male,32,305 East Dr,Princeton,WV,24740,US,S,1,0,,1954,99697
1354,Asher,Male,28,3361 Fehling Rd,Granite City,IL,62040,US,M,2,0,Sales,74843,104486
125459,Brandon,Male,33,106 Luyben Hills Rd,Kingston Springs,TN,37082,US,M,2,0,,79043,90004
109237,Mark,Male,32,8 Lafayette Rd,Metuchen,NJ,8840,US,M,3,1,Laborers,92507,109404
113167,Victoria,Male,36,306 State Highway 35 S,Port Lavaca,TX,77979,US,M,2,0,,86214,113208
26031,Ashley,Male,38,653 Gravois Bluffs Blvd,Fenton,MO,63026,US,M,2,0,High skill tech,31722,56506
61181,Devon,Male,23,2245 Lee Rd,Cleveland,OH,44118,US,M,2,0,Laborers,116602,84240
58319,Michael,Male,22,769 Montauk Hwy,Patchogue,NY,11772,US,D,1,0,,25243,56617
82114,Christine,Male,56,158 College Hwy,Southampton,MA,1073,US,M,2,0,Managers,119715,51809
30464,Liat,Female,35,603 E Main St,Mesa,AZ,85203,US,M,3,1,Laborers,19027,55105
128024,Omer,,33,368 Greenwood Rd,Altoona,PA,16602,US,M,2,0,Drivers,32594,24417
84345,Oliver,Male,30,1 Rutherford Rd,Harrisburg,PA,17109,US,M,2,0,,50754,126728
60416,Luke,Female,34,3700 Buddy Owens Ave,McAllen,TX,78504,US,M,4,2,Laborers,84351,49988
122005,Jacob,Male,59,3700 Buddy Owens Ave,McAllen,TX,78504,US,,3,1,Sales,113785,63911
50833,Liana,Female,26,11416 E Independence Blvd,Matthews,NC,28105,US,M,3,1,Core,81270,50093
68621,Eddie,Male,42,1290 N Warpole St,Upper Sandusky,OH,43351,US,M,4,2,,47639,27029
72811,Howard,Male,48,14595 Bel Red Rd,Bellevue,WA,98007,US,M,2,0,Sales,23405,1461
125845,Petya,Male,31,1 W Burnside Ave,Bronx,NY,10453,US,M,2,0,,71217,52462
31028,Laura,Male,28,5316 Hwy 136,Trenton,GA,30752,US,S,1,0,Core,88199,21999
95249,Gregory,Male,36,28798 US Highway 19 N,Clearwater,FL,33761,US,M,2,0,,71678,66850
114708,Shahana,Male,27,1101 E College Dr,Marshall,MN,56258,US,M,2,0,,8748,57200
94362,Shira,Female,39,2481 Crain Hwy,Waldorf,MD,20601,US,M,2,0,,66921,126434
7745,Wendy,Male,35,1401 SW 26th Ave,Pompano Beach,FL,33069,US,M,3,1,Laborers,50439,68477
117328,Ava,Male,28,4303 Lemmon Ave,Dallas,TX,75219,US,M,2,,Sales,9733,64266
19995,Lauren,Male,32,43937 Hugo Ter,Fremont,CA,94538,US,M,2,0,,96903,61107
